Content,File Name,True Value,Predicted Value,Folder,Source,Date,Perf,direction,point
"Bir süredir yükselişteki enflasyon beklentilerini teyit etmesine rağmen FED Başkanının yatıştırıcı mesajları dün ABD hisselerinde olumlu yankı buldu. Özellikle son bir haftadır sert satışlar gördüğümüz teknoloji hisseleri toparlanmada başı çekti. Bugün akşama doğru gelecek ABD enflasyon verisi önümüzdeki günlerdeki eğilim konusunda belirleyici olacak. BIST-100 ise dün dar bir bantta hareket ettikten sonra günü yatay seviyede kapattı. Dün demir çelik hisselerine gelen alımlar endeksi desteklerken otomotiv, gübre ve perakende hisselerinde belirgin satıcılı seyir gözlendi. Bankalarda günü hafif artıda tamamladı. BISTin bugün güne hafif artıda başlamasını bekliyoruz.",akbank_12.01.2022_329.txt,0,0,neg,akbank,2022-01-12,-0.3,1,0.3
"Dün beklentiler paralelinde açıklanan ABD enflasyon verisi bir miktar en kötü geride kaldı algısı oluşturarak ABD hisse senetlerinde alımlara yol açtı. Ancak dünkü yükselişlerin ardından bu sabah ABD hisse senedi vadelilerin ve Asya piyasalarının satıcılı olduğunu görüyoruz. Dün BISTte de hisse değişimleri ile %1in hafif altında bir artışla kapanış gerçekleşti. Önceki gün satıcılı seyreden Telekom ve perakende hisseleri dün endeksi sürüklerken, demir/çelik ve havacılık hisseleri tarafında kısmi satışlar vardı. Bilanço açıklamaları öncesi banka hisselerinde dün iyimser bir eğilim gözledik. Dün ayrıca ABD enflasyon verisi sonrası TLnin bir miktar değer kazandığını gördük. Bu sabah açılışında ise TLnin kazanımlarını kısmen geri verdiğini görüyoruz. Önümüzdeki günlerde borsa tarafında bilanço beklentilerine dönük hisse tercihlerinin güçlenmesi beklenebilir. BISTin güne hafif artışla başlamasını bekliyoruz.",akbank_13.01.2022_328.txt,0,0,neg,akbank,2022-01-13,0.64,-1,-0.64
Lider Filodan halka arz başvurusu,haberler_13.1.2022.txt,1,1,pos,haberler,2022-01-13,0.64,1,0.64
"Yükseliş trendi içerisindeki hareketin son günlerde güç kaybettiğini gözlemlediğimiz piyasada, 2,070 ara direnç noktasını aşma denemesi kapsamında dün %0.89 oranında değer artışı gerçekleşti. Seans içerisinde 2,070 seviyesini aşma denemelerini sürdürecek olan piyasada, bu noktayı ilk önemli direnç noktası olarak izlemeyi sürdürüyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,070 ara direncini aşması gerekiyor. Bu durumda ilk etapta bir üst noktada bulunan 2,100 olmak üzere 2,200 ve 2,250 seviyelerini test edecek potansiyel devam edecektir. Şu aşamada kısa vadeli yükseliş potansiyelini koruyan piyasada, geri çekilmelerde ise 2,000 seviyesinin destek ve aynı zamanda yükseliş yönündeki pozisyonlar için stop loss noktası olarak alınmasını öneriyoruz. Bu kapsamda 2,000 seviyesi altındaki hareketlerin ise piyasada olası bir düzeltme sinyalini oluşturabileceğini göz önünde bulunduruyoruz. Destekler: 2,035- 2,025 - 2,000 Dirençler: 2,070- 2,100 - 2,150 ",yapikredi_13.01.2022_327.txt,1,1,pos,yapikredi,2022-01-13,0.64,1,0.64
"Dün ABD hisse senetleri bir önceki günkü kazançlarını geri vererek kapanış yaptı. Bu sabah itibarıyla da endeks vadelileri yataya yakın seviyelerde seyrediyor. Dün BISTte ise hafif yükseliş vardı. Havayolu, otomotiv ve demir çelik hisselerindeki seçici alımlar devam ederken, perakende ve banka hisselerindeki olumsuz ayrışma devam etti. Yurt dışı piyasalardaki nispeten zayıf risk iştahını dikkate aldığımızda borsada bugün hafif satıcılı bir açılış görülebileceğini düşünüyoruz.",akbank_14.01.2022_327.txt,0,0,neg,akbank,2022-01-14,0.08,-1,-0.08
"Yükseliş trendi içerisindeki hareketin son günlerde güç kaybettiğini gözlemlediğimiz piyasada, dün 2,100 direncini hedefleyen atakların ardından %0.31 oranında değer artışı gerçekleşti. Gün içerisinde 2,100 hedef direncini aşma denemelerini sürdürecek olan piyasada, bu noktayı yakından izlemeye devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,100 direncini aşması gerekiyor. Bu durumda ilk etapta bir üst noktada bulunan 2,200 olmak üzere 2,250 ve 2,406 zirve seviyesini test edecek potansiyel devam edecektir Şu aşamada kısa vadeli yükseliş potansiyelini koruyan piyasada, geri çekilmelerde ise 2,000 seviyesinin destek ve aynı zamanda yükseliş yönündeki pozisyonlar için stop loss noktası olarak alınmasını öneriyoruz. Bu kapsamda 2,000 seviyesi altındaki hareketlerin ise piyasada olası bir düzeltme sinyalini oluşturabileceğini göz önünde bulunduruyoruz Destekler: 2,035- 2,025 - 2,000 Dirençler: 2,085- 2,100 - 2,150 ",yapikredi_14.01.2022_326.txt,1,1,pos,yapikredi,2022-01-14,0.08,1,0.08
"BIST-100 endeksi geçtiğimiz haftayı %1,9 artışla tamamlarken, öne çıkan sektörler havacılık, gıda, sigorta, demir/çelik ve altın hisseleri oldu. Buna karşılık bilişim, telekom ve perakende hisseleri endeksten olumsuz ayrışan sektörler oldular. Geçtiğimiz hafta ABD dalgalı bir seyrin sonunda yataya yakın kapanışlar gözledik. Bu sabah itibarıyla ise ABD endekse vadelileri hafif ekside güne başladılar. Bu hafta makro veri akışı açısından içeride bugün gelecek bütçe rakamları ve Perşembe günkü PPK kararları ile yurt dışında Çin büyüme verileri takip edilecek. BISTin yeni haftaya yatay seyirle başlamasını, son çeyrek bilanço açıklamaları öncesi BISTte hisse değişimleri gözlenmesini bekliyoruz.",akbank_17.01.2022_326.txt,0,0,neg,akbank,2022-01-17,-0.13,1,0.13
Borsa İstanbul'da rekor yılı: 2021,haberler_17.1.2022.txt,1,1,pos,haberler,2022-01-17,-0.13,-1,-0.13
"Yükseliş trendi içerisindeki hareketin geçtiğimiz hafta 2,100 direnci altında yatay bir seyir izlediği piyasada, haftalık periyotta %1.95 oranında değer artışı gerçekleşti. Haftaya başlarken 2,100 hedef direncini aşma denemelerini sürdürecek olan piyasada, bu noktayı yakından izlemeye devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,100 direncini aşması gerekiyor. Bu durumda ilk etapta bir üst noktada bulunan 2,200 olmak üzere 2,250 ve 2,406 zirve seviyesini test edecek potansiyel devam edecektir. Şu aşamada kısa vadeli yükseliş potansiyelini koruyan piyasada, geri çekilmelerde ise 2,050 seviyesinin destek ve aynı zamanda yükseliş yönündeki pozisyonlar için stop loss noktası olarak alınmasını öneriyoruz. Bu kapsamda 2,050 seviyesi altındaki hareketlerin ise piyasada olası bir düzeltme sinyalini oluşturabileceğini göz önünde bulunduruyoruz. Destekler: 2,050- 2,025 - 2,000 Dirençler: 2,085- 2,100 - 2,150 ",yapikredi_17.01.2022_325.txt,1,1,pos,yapikredi,2022-01-17,-0.13,-1,-0.13
"Kısavadeli yükseliş trendi içerisindeki hareketin haftanın ilk işlem gününde 2,100 hedef direnç noktasını test ettiği piyasada, %0.62 oranında değer artışı gerçekleşti. Gün içerisinde 2,100 hedef direncini aşma denemelerini sürdürecek olan piyasada, bu noktayı yakından izlemeye devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,100 direncini aşması gerekiyor. Bu durumda ilk etapta bir üst noktada bulunan 2,200 olmak üzere 2,250 ve 2,406 zirve seviyesini test edecek potansiyel devam edecektir. Şu aşamada kısa vadeli yükseliş potansiyelini koruyan piyasada, geri çekilmelerde ise 2,050 seviyesinin destek ve aynı zamanda yükseliş yönündeki pozisyonlar için stop loss noktası olarak alınmasını öneriyoruz. Bu kapsamda 2,050 seviyesi altındaki hareketlerin ise piyasada olası bir düzeltme sinyalini oluşturabileceğini göz önünde bulunduruyoruz. Destekler: 2,050- 2,025 - 2,000 Dirençler: 2,100- 2,125 - 2,150 ",yapikredi_18.01.2022_324.txt,1,1,pos,yapikredi,2022-01-18,-4.94,-1,-4.94
"Yurt dışı tarafta ABD tahvil faizlerindeki yükselişin hisse senedi tarafında bir miktar endişe yarattığı ve ABD borsa endekslerinin bir süredir zayıf seyrettiği görülüyor. Borsalarda dünkü kapanışlar ve bu sabah itibarıyla endeks vadelilerin ekside açılması zayıf risk iştahını teyit ediyor. Yurt içinde ise dün banka ve perakende hisseleri alıcılı seyir gösterirken, önceki günlerde BISTi sürükleyen demir/çelik ve otomotiv hisselerinde kâr satışları gördük. BIST-100 günü %0,6 artışla kapattı. Önümüzdeki sürece bakıldığında yurt dışının seyri ve bilanço beklentileri belirleyici olacaktır. BISTte bugün yatay açılış bekliyoruz.",akbank_18.01.2022_325.txt,0,0,neg,akbank,2022-01-18,-4.94,1,4.94
"Kısavadeli yükseliş trendi içerisindeki hareketin son günlerde 2,100 hedef direnç noktasını aşma denemelerinde zayıf kaldığını gözlemlediğimiz piyasada, 2,050 desteğinin aşağı kırılmasıyla dün sert düşüş hareketi gerçekleşti. Günü -%5.08 oranında sert bir değer kaybıyla devre kesiciyle tamamlayan piyasada, 2,050 seviyesinde bulunan destek noktasının aşağı kırılmasıyla birlikte endeksteki düzeltme sinyali de onaylanmış oldu. Kısa vadeli teknik resmin 2,100 altında oluşturduğu aşağı baskı kapsamında, 1,920 seviyesini geri çekilmelerde ilk önemli destek noktası olarak izliyoruz. 1,920 desteği altında gerileyecek hareketlerin ise piyasada 1,850 ve 1,800 risklerini gündeme getirebileceğini göz önünde bulunduruyoruz. Endeksin yeniden yükseliş potansiyeli oluşturabilmesi için 2,100 direncinin yukarı kırılması gerektiğini düşünüyoruz. Bu kapsamda 2,050 desteği altında olumsuza dönen kısa vadeli teknik yapı içerisinde, destek noktalarına geri çekilmeleri yakından izliyoruz. Destekler: 1,920- 1,850 - 1,800 Dirençler: 2,000- 2,050 - 2,100 ",yapikredi_19.01.2022_323.txt,0,0,neg,yapikredi,2022-01-19,3.2,-1,-3.2
"Dün belirginleşen küresel risk algısının borsalarda sert satışlara yol açtığını, coğrafyamıza yakın bölgesel gerginliklerin de etkisiyle BIST-100 üzerindeki satış baskısının olduğunu gördük. Dün BIST-100 günü kapanışa gelen satış dalgasında %5 gerileme ve erken kapanma ile tamamladı. Bugünkü gelişmelere baktığımızda Asya piyasalarının genelde satıcılı seyri koruduğunu, ABD endeks vadelilerin de geri çekilmelerin sürdüğünü söylemek mümkün. Yurt dışı tarafta bu eğilimlerin devam etmesi BISTi de baskılayacaktır diye düşünüyoruz. Borsanın güne satıcılı başlamasını ve sonrasında kısmi bir toparlanma gelmesini bekliyoruz.",akbank_19.01.2022_324.txt,0,0,neg,akbank,2022-01-19,3.2,-1,-3.2
"Önceki günkü sert satışın ardından dün BIST-100 endeksi özellikle kâr beklentisi yüksek bankalara gelen alımla günü %3ün üzerinde artıda kapattı. Yurt dışı tarafta ise ABD borsaları gerilemeye devam ederken, Avrupa borsalarında toparlanma çabası vardı. Bu sabah ABD endeks vadelilerin de bu toparlanmaya iştirak ettiğini görüyoruz. Piyasa bugün PPK kararı ile yapılacak açıklamaya ve yurt dışı piyasalardaki seyre odaklanacak. BISTin dün kapanışa yakın gelen olumlu ivmeyi koruyarak yeni güne başlamasını bekliyoruz.",akbank_20.01.2022_323.txt,1,1,pos,akbank,2022-01-20,-2.04,-1,-2.04
"Endekste önceki gün yaşanan sert satış baskısının ardından, dün tepki alımlarının ön plana çıktığını gözlemliyoruz. 1,920 desteğine geri çekilmelerin bankacılık sektörü hisseleri önderliğinde tepki alımları oluşturduğu piyasada, gün sonunda % 3.14 oranında değer artışı gerçekleşti. Kısa vadeli teknik resmin 2,100 altında oluşturduğu aşağı baskı kapsamında, 1,920 seviyesini geri çekilmelerde ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. Endeksin 1,920 üzerindeki tutunma çabasının ardından oluşan yukarı atakların yeniden yükseliş potansiyel oluşturabilmesi için 2,100 direncinin aşılması gerektiğini düşünüyoruz. Dolayısıyla kısa vadeli hareket bandı olarak şu aşamada 1,920/2,100 aralığını aldığımız piyasada, yeniden yükseliş yönünde pozisyon almak için 2,100 direncinin aşılması gerektiğini düşünüyoruz. Destekler: 2,000- 1,950 - 1,920 Dirençler: 2,050- 2,075 - 2,100 ",yapikredi_20.01.2022_322.txt,0,0,neg,yapikredi,2022-01-20,-2.04,1,2.04
"TCMBnin politika faizini %14te tutma kararı sonrası TLde hafif bir değerlenme gözlenirken, on yıllık tahvil faizindeki gerileme eğilimi devam etti. BISTte ise dün hafif olumlu açılış sonrası genele yayılan satıcılı bir seyir gözledik. Dün yurtdışı tarafta da satış baskısı devam etti. ABD hisse senedi piyasaları günü ekside kapatırken, bu sabah itibarıyla ABD endeks vadelilerinde ve Asya piyasalarında satış baskısının sürdüğü görülüyor. Yurtdışı eğilime baktığımızda BISTin haftanın son gününü hafif gerilemeyle kapatabileceğini düşünüyoruz.",akbank_21.01.2022_322.txt,0,0,neg,akbank,2022-01-21,0.15,-1,-0.15
"Endekste önceki gün yaşanan tepki alımlarının ardından dün kapanışa doğru yeniden satış baskısı hakim oldu. Günü -%1.36 oranında değer kaybıyla tamamlayan piyasada, seans içi yukarı atakların zayıf kaldığını gözlemliyoruz. Kısa vadeli teknik resmin 2,100 altında oluşturduğu aşağı baskı kapsamında, 1,920 seviyesini geri çekilmelerde ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. Endeksin 1,920 üzerindeki tutunma çabasının ardından oluşan yukarı atakların yeniden yükseliş potansiyel oluşturabilmesi için 2,100 direncinin aşılması gerektiğini düşünüyoruz. Dolayısıyla kısa vadeli hareket bandı olarak şu aşamada 1,920/2,100 aralığını aldığımız piyasada, yeniden yükseliş yönünde pozisyon almak için 2,100 direncinin aşılması gerektiğini düşünüyoruz. 1,920 altında ise 1,850 ve 1,800 risklerinin oluşabileceğini göz önünde bulunduruyoruz. Destekler: 2,000- 1,950 - 1,920 Dirençler: 2,050- 2,075 - 2,100 ",yapikredi_21.01.2022_321.txt,0,1,neg,yapikredi,2022-01-21,0.15,-1,-0.15
"Geçen haftanın son günü BIST-100 yatay bir kapanış yaptı. Böylece haftalık bazda da yatay seyir korunmuş oldu. Haftalık getirilere bakıldığında havacılık hisselerindeki kâr satışları ve altın sektörü hisselerindeki olumlu ayrışma dikkat çekiyor. Ayrıca bankalar tarafında da sınırlı da olsa olumlu bir ayrışma gözledik. Yeni haftaya başlarken küresel jeopolitik risklerin önemini koruduğunu, bununla birlikte küresel taraftaki satıcılı eğilimin bir miktar yumuşayabileceğini düşünüyoruz. ABD 10 yıllık tahvil faizinin geçen hafta %1,9a yükseldikten sonra yeni haftaya %1,77 seviyesinden başlaması ve yeni haftaya başlarken ABD hisse senedi vadelilerindeki iyimserlik de bu eğilimi destekliyor. Bu hafta yurt dışında bir miktar toparlanma eğilimi görüleceğini, yurt içi tarafta ise bilançolarla birlikte hisse bazlı eğilimlerin öne çıkacağını ve haftaya hafif alıcılı başlangıç yapılacağını bekliyoruz.",akbank_24.01.2022_321.txt,1,1,pos,akbank,2022-01-24,-4.72,-1,-4.72
"Endekste kısa vadeli yükseliş trendi içerisindeki hareketin, 2,100 seviyesinde bulunan hedef direnç noktasını aşma denemeleri geçtiğimiz hafta aşağı baskıyla karşılaştı. Haftalık periyotta -%2.98 oranında değer kaybının oluştuğu piyasada, ara destek noktalarında oluşan seans içi yükseliş denemelerinin zayıf kalması dikkat çekiyor. Kısa vadeli teknik resmin 2,100 altında oluşturduğu aşağı baskı kapsamında, 1,920 seviyesini geri çekilmelerde ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. Endeksin 1,920 üzerindeki tutunma çabasının ardından oluşturacağı yukarı atakların yeniden yükseliş potansiyel oluşturabilmesi için 2,100 direncinin aşılması gerektiğini düşünüyoruz Dolayısıyla kısa vadeli hareket bandı olarak şu aşamada 1,920/2,100 aralığını aldığımız piyasada, yeniden yükseliş yönünde pozisyon almak için 2,100 direncinin aşılması gerektiğini düşünüyoruz. 1,920 altında ise 1,850 ve 1,800 risklerinin oluşabileceğini göz önünde bulunduruyoruz. Destekler: 2,000- 1,950 - 1,920 / Dirençler: 2,050- 2,075 - 2,100 ",yapikredi_24.01.2022_320.txt,1,1,pos,yapikredi,2022-01-24,-4.72,-1,-4.72
Dün küresel hisse senedi piyasalarında jeopolitik risk fiyatlaması vardı. Ancak sert satışlar diğer finansal enstrümanlarda aynı olumsuz etkiyi yapmadı. ABD hisse endeksleri de günü hafif artıda kapattı. Bununla birlikte bu sabah açılışlarında hem ABD vadelilerin hem de Asya endekslerinin zayıf seyrettiği görülüyor. Dün BIST-100 de küresel eğilime ayak uydurdu ve seansın kapanışına yakın saatlerde gelen devre kesici uygulaması sonrası günü %5 kayıpla kapattı. Banka hisselerinde kayıp %4ün hafif altında oldu. Kısa vadede küresel piyasalardaki en büyük beklenti FEDin yarınki faiz kararı açıklaması olacak. Karar sonrası hisse senetlerinde hafif iyimserlik oluşabileceğini düşünüyoruz. BİSTte de bugün hafif satıcılı eğilimin devamını sonrasında ise küresel piyasalardaki seyre bağlı olarak toparlanma bekliyoruz.,akbank_25.01.2022_320.txt,0,0,neg,akbank,2022-01-25,0.89,-1,-0.89
"Geçtiğimiz hafta 2,100 hedef direnç noktasını aşma denemelerinin başarısız kalmasıyla satış baskısının ön plana çıktığı piyasada, seans içi zayıf yükseliş denemelerinin ardından aşağı hareket devam ediyor. Haftanın ilk işlem gününü 17:47:02 de endekse bağlı devre kesici sisteminin devreye girmesiyle - % 5.02 oranında değer kaybıyla tamamlayan piyasada, aşağı hareketin 1,920 ara desteğini test ettiğini gözlemliyoruz. Şu aşamada kısa vadeli teknik resmin 2,100 altında oluşturduğu aşağı baskı sürüyor ve henüz tabana oluşumuna yönelik bir sinyalin oluşmuş değil. Bu kapsamda 1,920 altındaki hareketlerin piyasada 1,850 ve 1,800 risklerini gündeme getirebileceğini göz önünde bulunduruyoruz. Dolayısıyla 2,020 seviyesini bu çerçevede ilk önemli direnç noktası olarak izliyor ve piyasada tepki sürecine yönelik bir hareket oluşabilmesi için bu noktanın aşılması gerektiğini düşünüyoruz. Destekler: 1,920 - 1,850 - 1,800 Dirençler: 1,950 - 1,975 - 2,020 ",yapikredi_25.01.2022_319.txt,0,0,neg,yapikredi,2022-01-25,0.89,-1,-0.89
"2100 hedef direnç noktasını aşma denemelerinin başarısız kalmasıyla oluşan satış baskısını 1,850 desteği üzerinde tepki yükselişine dönüştüren piyasada, yukarı atakların zayıf kaldığını gözlemliyoruz. Günü % 0.31 oranında hafif bir değer artışıyla tamamlayan piyasada, seans içi geri çekilmelerde 1,850 seviyesini kısa vadeli hareketin önemli destek noktası olarak izlemeyi sürdürüyoruz. 1,850 üzerindeki hareketlerin oluşturacağı yukarı ataklarda ise 2,020 seviyesi önemli direnç konumunda bulunuyor. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,020 direncinin kırılması gerekiyor. Bu durumda, piyasada 2,100 ana direnç noktasını aşma denemeleri gündeme gelebilir. Dolayısıyla henüz zayıf gerçekleşen tepki alımları kapsamında, 2,020 seviyesini bu çerçevede ilk önemli direnç noktası olarak izlemeyi sürdürüyor ve piyasada tepki sürecine yönelik bir hareket oluşabilmesi için bu noktanın aşılması gerektiğini düşünüyoruz. Destekler: 1,920 - 1,850 - 1,800 Dirençler: 1,950 - 1,975 - 2,020 ",yapikredi_27.01.2022_317.txt,1,1,pos,yapikredi,2022-01-27,4.03,1,4.03
"FED faiz kararı beklentiler paralelinde olmasına rağmen FEDin bilgilendirme toplantısındaki mesajlar piyasaların faiz artırım döngüsüne ilişkin temkinli beklentileri güçlendirince ABD hisselerindeki toplantı öncesi gördüğümüz alıcılı seyir yerini belirgin bir geri çekilmeye bıraktı. BIST-100 ise dün yurt dışı piyasalardan bir miktar ayrışarak temkinli bir seyir izledi. BIST-100 endeksi havacılık ve bilişim sektörü hisselerindeki nispeten güçlü alımlara rağmen günü ancak %0,3 artışla kapattı. Dün banka hisselerinde de genelde satışlar belirgindi. BIST-100ün bugün küresel piyasalardaki risk beklentisini yansıtacak şekilde güne hafif satıcılı başlamasını bekliyoruz.",akbank_27.01.2022_318.txt,0,0,neg,akbank,2022-01-27,4.03,-1,-4.03
"2100 hedef direnç noktasını aşma denemelerinin başarısız kalmasıyla oluşan satış baskısını hafta içerisinde 1,920 ara destek noktasında karşılama çabasında hareketlenen piyasada, dün yeniden tepki alımlarının oluştuğunu gözlemliyoruz. Günü % 2.38 oranında değer artışıyla tamamlayan piyasada, seans içi geri çekilmelerde 1,920 seviyesini ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. 1,920 üzerindeki hareketlerin oluşturacağı yukarı ataklarda ise 2,020 seviyesi önemli direnç konumunda bulunuyor. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,020 direncinin kırılması gerekiyor. Bu durumda, piyasada 2,100 ana direnç noktasını aşma denemeleri gündeme gelebilir. Dolayısıyla 1,920 üzerindeki yükseliş denemeleri kapsamında, 2,020 seviyesini ilk önemli direnç noktası olarak izlemeyi sürdürüyor ve piyasada tepki sürecine yönelik bir hareket için 2,020 direncinin aşılması gerektiğini düşünüyoruz. 1,920 altındaki hareketlerde ise 1,830 ve 1,800 risklerinin gündeme gelebileceğini göz önünde bulunduruyoruz. Destekler: 1,950 - 1,920 - 1,900 Dirençler: 2,020 - 2,050 - 2,100 ",yapikredi_28.01.2022_316.txt,1,1,pos,yapikredi,2022-01-28,-1.18,-1,-1.18
"Yurt dışı tarafın risk iştahında belirleyici olan ABD hisse endekslerinde dün büyüme rakamları sonrası gözlenen alım eğilimi sonrasında yerini temkinli satışlara bıraktı. Endeksler günü ekside kapattı. Ancak bu seviyelerde bir denge arayışı olduğu söylenebilir. Dün yurt içi tarafta ise seans başında gözlenen temkinli duruş daha sonra alıcılı seyre dönüştü. Özellikle telekom ve havacılık hisseleri endeksi sürüklerken banka hisseleri yükselişe daha zayıf iştirak etti. BISTin bugün de yukarı yönlü hareketini sürdürmesini, gelecek hafta açıklanacak Ocak ayı enflasyon verisi, yurtdışı piyasaların seyri ve bilanço beklentilerinin hisse seçiminde öne çıkmasını bekliyoruz.",akbank_28.01.2022_317.txt,0,0,neg,akbank,2022-01-28,-1.18,1,1.18
"Önceki hafta 2,100 hedef direnç noktasını aşma denemelerinin başarısız kalmasıyla oluşan satış baskısının, geçtiğimiz hafta 1,920 desteğini koruma çabasında hareketlendiğini gözlemliyoruz.Haftalık periyotta -% 1.39 oranında değer kaybının oluştuğu piyasada, seans içi geri çekilmelerde 1,920 seviyesini ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. 1,920 üzerindeki hareketlerin oluşturacağı yukarı ataklarda ise 2,020 seviyesini önemli direnç olarak almaya devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,020 direncinin kırılması gerekiyor. Bu durumda, piyasada 2,100 ana direnç noktasını aşma denemeleri gündeme gelebilir. Dolayısıyla 1,920 üzerindeki yükseliş denemeleri kapsamında, 2,020 seviyesini ilk önemli direnç noktası olarak izlemeyi sürdürüyor ve piyasada tepki sürecine yönelik bir hareket için 2,020 direncinin aşılması gerektiğini düşünüyoruz. 1,920 altındaki hareketlerde ise 1,830 ve 1,800 risklerinin gündeme gelebileceğini göz önünde bulunduruyoruz Destekler: 1,950 - 1,920 - 1,900 Dirençler: 2,020 - 2,050 - 2,100 ",yapikredi_31.01.2022_315.txt,1,1,pos,yapikredi,2022-01-31,-0.05,-1,-0.05
Dün ABD hisse senedi piyasalarında kuvvetli alımlar vardı. Analistlerden gelen olumlu güncellemeler ile birlikte temel endeksler teknoloji hisseleri öncülüğünde günü artışla kapattı. Dün BIST-100 de banka hisselerine gelen alımlarla günü %1 artışla kapattı. Bugün bankalarda 4Ç21 sonuçları açıklanmaya başlıyor. Gerek kâr beklentilerinin güçlü olması gerekse yurtdışının olumlu havası nedeniyle BISTin yükselişeğilimini korumasını bekliyoruz.,akbank_01.02.2022_316.txt,1,1,pos,akbank,2022-02-01,0.07,1,0.07
"Son dönemde yaşanan aşağı hareketin ardından endekste 1,920 desteğinde oluşan yukarı atakların, 2,020 hedef direnç noktasını aşma denemeleri sürüyor. Bankacılık sektör endeksinin güçlü seyri paralelinde günü % 1.01 oranında değer artışıyla tamamlayan piyasada, seans içi yükseliş denemelerinde 2,020 seviyesini hedef direnç noktası olarak almaya devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,020 direncinin kırılması gerekiyor. Bu durumda ise piyasada kısa vadeli hareketin ana direnç noktası olan 2,100 seviyesini aşma denemeleri gündeme gelebilir. Dolayısıyla 1,920 üzerindeki hareketlerin şu aşamada sürdüreceği yükseliş denemesi kapsamında, 2,020 direnci kritik önemini korumaktadır. Destekler: 1,950 - 1,920 - 1,900 / Dirençler: 2,020 - 2,050 - 2,100 ",yapikredi_01.02.2022_314.txt,1,1,pos,yapikredi,2022-02-01,0.07,1,0.07
"Yurt dışı taraf ABD hisse senetlerindeki alıcılı seyrin iyimserliğini taşıyor. Dünkü artışlardan sonra ABD endeks vadelileri bugün de güne alıcılı başladı. Dün BİSTde de teknoloji, gyo, perakende hisseleri ağırlıklı yükseliş gözledik. Dün ayrıca 4Ç21 banka bilançoları açıklanmaya başladı ve bilanço açıklamaları hafta boyunca devam edecek. BISTin bugün gerek yurtdışı iyimserliği gerekse de bilanço beklentileri ile yukarı yönünü korumasını bekliyoruz.",akbank_02.02.2022_315.txt,1,1,pos,akbank,2022-02-02,-1.31,-1,-1.31
"Son dönemde yaşanan aşağı hareketin ardından endekste Son dönemde yaşanan aşağı hareketin ardından endekste 1,920 desteğinde oluşan yukarı atakların, 2,020 hedef direnç noktasını aşma denemeleri sürüyor. Günü % 0.61 oranında değer artışıyla tamamlayan piyasada, seans içi yükseliş denemelerinde 2,020 seviyesini hedef direnç noktası olarak almaya devam ediyoruz. Endeksin yukarı ataklarında yeniden güç kazanabilmesi için 2,020 direncinin kırılması gerekiyor. Bu durumda ise piyasada kısa vadeli hareketin ana direnç noktası olan 2,100 seviyesini aşma denemeleri gündeme gelebilir. Seans içi ilk önemli destek noktası olarak ise 2,000 seviyesini izliyoruz. Bu seviye altındaki seyrin ise 1,920 ana desteğini baskı altına alabileceğini göz önünde bulunduruyoruz. Dolayısıyla 1,920 seviyesi kısa vadeli teknik resimde kritik önemini şu aşamada korumaktadır. Destekler: 1,950 - 1,920 - 1,900 Dirençler: 2,020 - 2,050 - 2,100 ",yapikredi_02.02.2022_313.txt,1,1,pos,yapikredi,2022-02-02,-1.31,-1,-1.31
"Yurt dışı taraf dün güçlü bilanço açıklamaları ile yükselen ABD endeksleri ile risk iştahını korudu. Ancak bu sabah itibarıyla Asya piyasalarında ve ABD vadeli endekslerinde hafif geri çekilmeler dikkat çekiyor. Haber akışı açısından bugün yurt dışında AMB ve İngiltere Merkez Bankası kararları ile Avrupa bölgesi PMI verileri takip edilecek. Yurt içinde ise piyasalar Ocak ayı enflasyon rakamlarını bekliyor. Piyasanın genel beklentisi enflasyondaki yükseliş eğiliminin bir süre daha devam etmesi yönünde. Veri öncesi dün BISTte güçlü kârlar açıklayan bankaların olumlu ayrıştığını gözledik. Dün banka hisseleri ortalama %3e yakın yükselişler gösterirken BIST-100 endeksi %0,7 oranında geri çekildi. Borsanın bugün güne daha temkinli, yatay açılışla başlamasını bekliyoruz.",akbank_03.02.2022_314.txt,0,0,neg,akbank,2022-02-03,-1.89,1,1.89
